revenue,profit,balance,transactions,loan_amount,default
974063,-29315,349263,146,181741,1
128088,120327,291598,152,256642,1
829253,164804,119811,157,115969,0
248370,61855,306564,250,255670,0
345848,130546,88712,44,61120,0
965197,134559,183253,165,162420,0
453529,-47158,458957,245,78132,1
814566,68822,415511,151,74580,0
756216,170668,384269,66,62102,0
357015,118661,258444,169,141157,0
337436,191516,463154,251,190733,0
920140,16538,188820,228,100608,0
276729,45509,121313,55,78692,0
461462,93610,406988,293,237998,0
860047,-40066,207091,140,193130,1
385254,14315,207417,86,167846,0
461241,-17161,392266,136,142845,1
652879,44252,467696,188,83099,0
502089,105157,427859,251,84075,0
607637,121115,270970,145,159336,0
889493,145302,427306,170,166073,0
175948,62025,396211,300,239231,1
521146,40421,47381,118,181895,0
247556,-20772,391586,219,279436,1
897938,124306,116057,33,270347,0
596725,59543,153151,270,232061,0
402101,15412,83569,148,123066,0
970666,123335,73174,29,145534,0
421722,156917,109004,100,257537,0
780985,70980,184226,289,168468,0
576477,134696,40571,147,238571,0
659611,100104,229937,192,89513,0
891654,139818,111203,75,183970,0
126453,-47656,90377,38,290012,1
395446,189219,101338,151,148267,0
937173,21097,285027,72,97781,0
949822,151094,106532,179,171404,0
131151,66288,475855,114,268139,1
680368,96760,63953,116,141593,0
473998,-18573,236781,135,93260,1
298252,155044,178517,269,80482,0
762338,112941,152468,53,106973,0
114270,-9747,102635,182,242299,1
815677,135806,65233,150,66932,0
675745,124407,472540,196,203063,0
888757,12254,289400,68,141694,0
105199,25816,394454,28,150121,1
480501,70011,73402,207,175791,0
225954,150780,144314,253,181161,0
186055,63957,346814,180,256181,1
467773,50735,318024,165,226434,0
771998,80947,179337,284,194257,0
665751,157926,81395,140,296066,0
374834,136161,415307,62,254765,0
265488,112768,205113,93,242030,0
516050,131483,430401,204,104375,0
583378,-41633,138364,271,272984,1
723707,158345,127319,84,206653,0
881948,89295,437752,181,81904,0
780755,115745,374855,192,209749,0
314490,44049,50486,284,111980,0
890440,-14468,283280,156,146583,1
879210,-18954,415055,168,107437,1
127331,88961,87907,150,122952,1
853177,-35550,260871,77,53530,1
621835,195738,268795,151,142128,0
111496,177592,424945,280,258629,1
211820,197470,194346,89,87701,0
758773,142522,35384,120,234666,0
471983,46137,285239,50,93435,0
425887,139556,234558,40,225527,0
500509,114298,74620,86,69708,0
687777,80558,88177,212,110381,0
364750,115866,300317,203,145041,0
600394,95735,455019,256,93184,0
912080,5873,44342,178,209420,0
986817,35031,436091,161,225589,0
275783,-22232,490484,179,204059,1
258939,130237,488819,216,139074,0
115726,62941,382960,143,213249,1
380969,146947,320186,117,296602,0
126032,29271,462362,143,105906,1
274450,175345,455924,102,284777,0
110072,158484,323352,276,89789,1
543454,155726,267776,208,192280,0
306265,197910,79627,130,76315,0
997530,5772,493884,274,258068,0
381132,191549,184717,166,96305,0
858095,-16075,88243,24,187223,1
702310,94623,209007,264,212651,0
987822,133340,48303,276,153433,0
631700,190953,492216,132,276587,0
720057,65218,292235,112,174951,0
877242,11981,83862,206,292002,0
680774,119697,384772,296,191174,0
498396,-31032,194281,222,135041,1
806171,152737,291587,157,233636,0
118341,-19275,430395,126,240656,1
169552,96993,124003,123,50361,1
719274,-17111,51037,82,145274,1
110681,50534,56383,189,180822,1
876886,184694,27666,298,244447,0
619823,168532,386458,82,181459,0
530893,189210,367542,93,278603,0
866360,-44729,404202,92,232068,1
764928,97502,155137,62,57556,0
142834,98783,96016,296,79978,1
803851,9887,114915,253,265695,0
903053,2105,360360,140,150392,0
677050,179203,307862,248,220715,0
459595,82960,235302,145,297143,0
604339,-9265,225575,87,295020,1
282159,136992,417976,141,203172,0
486835,194448,124467,205,170729,0
963151,29307,53528,127,226923,0
579316,-32043,101519,21,184463,1
205382,153585,383294,285,217895,0
511941,87985,264231,66,83323,0
466816,103818,223024,207,168016,0
151636,68654,60573,296,94861,1
772070,15180,37843,188,270522,0
195762,92737,131242,25,158279,1
232561,122581,216052,62,163075,0
882985,-15553,256348,277,236371,1
739714,140380,357961,149,100056,0
293159,119629,490042,198,89391,0
227015,146272,78286,92,220310,0
400179,-44576,364231,88,141576,1
333364,94624,95220,161,110869,0
538339,115426,226070,283,135763,0
161625,59531,454206,227,168721,1
924183,129650,52958,110,202923,0
944155,101852,358032,130,62348,0
715856,47584,422687,131,253983,0
765771,-18555,405072,78,180231,1
681283,146028,466517,255,71713,0
951051,48147,439270,59,209497,0
272942,97279,482415,229,189659,0
303669,121837,241821,226,298745,0
433846,123696,380735,86,75908,0
756752,13331,479734,215,213856,0
467210,150371,287224,263,141668,0
505367,132252,25309,68,201911,0
282324,8972,36171,199,237257,0
329780,104402,402256,217,180607,0
764778,30122,85931,289,98520,0
193673,191783,368858,149,169325,1
308405,52972,313350,119,162820,0
262421,45570,247880,211,174533,0
584122,77571,132315,250,147639,0
688593,146212,471618,181,94565,0
563821,46337,222279,158,116429,0
531859,51187,211618,117,60653,0
516745,1819,401096,54,71819,0
592741,189852,438928,66,235939,0
840346,-6834,453140,222,285723,1
761114,-10162,437015,260,247576,1
810644,159720,32315,172,201927,0
699231,167784,283463,175,95104,0
991412,-42576,24182,166,219087,1
943102,99687,310181,262,180742,0
782110,179935,494921,132,205898,0
836524,61542,326122,230,205238,0
789644,134445,45871,86,87188,0
612399,74263,184171,34,151905,0
880292,121138,237780,243,134722,0
309540,92086,56050,214,253587,0
414369,142459,320025,283,87197,0
196523,33149,486376,129,268146,1
254233,106264,479889,197,80039,0
118252,138272,57108,168,208075,1
942008,44865,84502,169,118859,0
729030,-28477,420864,24,249412,1
250159,122688,499211,231,244903,0
828031,119531,479011,31,161953,0
332342,-6705,34549,130,276522,1
624407,189235,498462,212,244805,0
527310,-4021,207681,105,181549,1
952797,-21504,172281,25,83588,1
100896,125523,245192,188,78216,1
679968,28860,189123,62,288804,0
795214,150654,109543,81,119749,0
476520,49390,404694,288,105424,0
233805,-1845,62431,23,218405,1
456542,-13120,378487,67,192800,1
688724,74336,51232,36,229371,0
188252,162806,431404,155,218304,1
796040,-38141,376189,96,108912,1
140899,-9838,57326,24,150520,1
604628,96651,278756,64,272230,0
918191,146644,267961,222,88623,0
912063,-36999,406060,80,163874,1
173132,26039,262542,66,246471,1
460394,64577,488068,276,107140,0
927982,125637,64948,143,89658,0
514621,-46504,358328,208,211334,1
791082,44093,209326,272,221701,0
892900,10593,48329,266,274049,0
856277,95095,244644,37,153322,0
433322,805,112248,258,196285,0
198596,130077,271907,254,166967,1
562803,73762,219355,215,52921,0
887052,188567,171717,278,209625,0
643679,158653,247922,114,56881,0
655810,182546,453711,179,204670,0
184192,119785,251050,81,59498,1
266369,47102,124593,273,238489,0
387572,19123,52002,53,188978,0
610953,154176,198943,49,146511,0
437505,72032,200912,190,177829,0
892884,128556,446326,122,295475,0
748933,76309,288817,268,212640,0
885757,106141,366361,254,254013,0
725508,-15255,291665,87,135611,1
537718,191221,214942,92,163118,0
162819,185,244213,298,224006,1
465132,19128,499573,233,272553,0
520669,90279,145695,250,170313,0
959893,77668,131185,59,223058,0
274670,-7704,147325,231,131954,1
468555,-31308,443787,50,66644,1
605651,45716,400005,232,227621,0
139108,-5452,226384,209,139981,1
568968,115618,273003,180,71373,0
114803,-11330,422232,182,198274,1
962914,-14207,452101,218,239502,1
403097,66054,200886,273,293748,0
900055,-8163,205525,77,192780,1
113007,140547,321713,258,262836,1
251230,59463,171159,31,92231,0
160483,2223,468238,98,216231,1
213641,49936,56593,300,211310,0
509126,190136,130954,191,267758,0
559228,166151,26477,27,125509,0
281429,118,189310,21,185141,0
317391,159348,336580,173,130893,0
464840,43063,211513,289,103480,0
909483,24906,195846,42,150173,0
130599,115276,143850,125,284802,1
924955,36415,263265,225,121998,0
381489,156928,334797,186,77285,0
241564,21750,277683,28,255769,0
928796,109966,93657,103,231444,0
767853,-9113,234164,88,54572,1
206864,-11395,56620,180,86944,1
273999,22478,149694,286,153890,0
139523,-25098,25432,84,163344,1
934026,108814,240083,34,132886,0
878119,171422,218955,179,53708,0
867392,125093,42962,97,276109,0
474970,155183,407032,291,280935,0
495251,141931,64381,252,255773,0
958148,12082,446943,166,297399,0
652312,-42712,187104,259,285697,1
307858,94740,71755,84,84837,0
336152,63084,497754,75,242630,0
693895,60610,332781,257,252270,0
617458,23995,470857,161,278231,0
807310,-41196,442225,84,141000,1
362856,167199,447640,244,255609,0
939856,-32198,57153,124,254812,1
344887,77083,79322,30,166211,0
553596,32225,80700,78,214557,0
284988,-23910,390597,217,256293,1
876740,97564,250142,50,260604,0
745037,53688,403378,21,81505,0
352811,73917,369910,246,87788,0
570197,-31579,75485,129,180469,1
212295,45184,471799,54,105069,0
987770,183739,144713,203,105610,0
375394,128112,184516,147,257639,0
186655,-45242,306011,58,247910,1
833638,167032,253358,223,294133,0
993423,149409,256590,256,173757,0
484342,40786,286619,162,148660,0
171008,33399,227160,190,114653,1
546898,160249,342650,226,167041,0
464502,138314,188136,142,191811,0
815430,-32291,193821,154,186313,1
239480,77207,39512,234,170262,0
598475,75748,243025,241,83996,0
799544,30014,283270,21,65915,0
258074,184934,131289,298,171556,0
416960,194671,288040,32,285100,0
927448,78277,386199,186,218508,0
872504,24826,311297,54,267564,0
507450,-26376,93486,228,125148,1
728656,172312,46095,109,182072,0
226206,89637,80089,162,144207,0
612872,189892,492475,260,128094,0
411557,149202,175293,224,78911,0
879651,167199,140201,46,124804,0
801786,159104,363427,77,215732,0
876480,46524,278225,163,283721,0
861158,195618,173072,66,234504,0
292883,-5955,349721,124,254788,1
300855,-40826,71949,163,71208,1
275229,27205,454076,66,90820,0
728807,102963,206276,26,243985,0
966804,67912,89936,93,197569,0
553276,193216,456431,172,251238,0
428716,-21438,354810,244,184091,1
191513,164574,231370,114,229825,1
156114,116242,254238,139,214593,1
341171,195552,457168,38,55545,0
989315,-16566,143428,223,181586,1
261530,111579,418105,211,235512,0
735022,2467,360943,270,229850,0
580767,95523,31219,232,68123,0
963290,-36981,318414,117,201078,1
617657,142084,123825,220,250525,0
273578,-2793,367925,192,263897,1
451609,191378,369775,285,180814,0
913635,170140,357129,45,58901,0
207262,79538,211212,35,119353,0
442428,101818,111165,255,201939,0
963982,-15556,498610,194,229725,1
347272,84455,436180,65,138476,0
474955,-2051,383312,266,258254,1
719704,-12378,252355,257,226587,1
696437,151601,100305,55,194431,0
993148,72363,260493,126,138645,0
213468,123139,221491,216,184533,0
409939,150594,452285,82,228213,0
583153,153958,267112,258,164437,0
614233,69994,248360,31,207777,0
337532,43588,241685,149,107864,0
656855,-18119,285976,182,145169,1
461530,127704,52353,242,221474,0
419250,101821,45321,182,98790,0
280098,1691,193291,124,253895,0
637341,74636,188777,299,285558,0
578047,170774,435221,86,150104,0
371246,196989,285596,147,64629,0
866401,101276,274719,294,230372,0
737782,-43766,196449,178,86877,1
614683,-26482,157073,156,177485,1
379558,-35208,58553,44,52252,1
294996,165448,449313,35,226226,0
574049,73063,395918,205,199462,0
135439,147938,485024,213,272809,1
686904,94160,283098,126,180720,0
487371,-27736,278303,122,183393,1
274814,161600,434194,135,201902,0
577626,73982,258135,82,245750,0
336252,136746,226675,93,137043,0
661933,-46278,433869,122,194851,1
109465,154065,245638,254,226978,1
157476,44886,494866,150,161304,1
985865,185733,224416,281,101236,0
712137,108830,491430,171,162374,0
324539,29481,36359,168,190519,0
685649,58305,399757,92,56084,0
505814,70296,431608,194,161886,0
595917,123021,298354,205,158788,0
484837,160218,499685,72,181289,0
330251,184266,214919,184,175362,0
507516,87194,41375,129,157976,0
328306,96391,202950,89,237604,0
273127,73865,285762,223,141044,0
710864,119644,344030,97,289350,0
791465,185016,70351,153,260526,0
207984,25456,282088,68,241616,0
178998,-48068,172161,208,52635,1
273766,-23306,321977,166,159267,1
275216,113037,315971,94,245872,0
269311,198985,437393,156,224324,0
585927,145253,487865,259,258192,0
491532,115230,200050,151,131411,0
652535,185961,487626,232,152407,0
240352,174276,231240,183,284101,0
859197,70121,93858,108,55063,0
729624,77431,327900,165,111175,0
743627,155761,270421,127,175549,0
757115,134278,296657,294,74064,0
142493,87094,443935,74,97595,1
383746,50987,238487,29,149414,0
492389,124295,255658,224,160037,0
982779,94401,483294,50,185475,0
662423,-12977,139268,164,268889,1
929374,184213,436884,263,151244,0
956871,-42054,199755,65,145608,1
623324,156567,436536,70,195363,0
929060,77324,404685,232,207436,0
148595,-34306,128436,118,179017,1
719695,118191,55646,244,121128,0
985889,-34589,103494,183,96063,1
651983,136965,276916,88,178749,0
744124,31606,105432,85,89576,0
774149,3220,30747,150,202485,0
936823,88234,46384,300,205731,0
124685,182262,498860,128,76512,1
657297,133342,106855,153,65780,0
972819,152221,40083,104,220976,0
989202,72272,344049,258,107149,0
851657,183168,404593,280,116789,0
569368,36837,240751,43,255406,0
423541,186879,368668,100,268625,0
851884,71625,181542,169,61598,0
690075,662,286769,262,133359,0
312687,32276,243359,194,291400,0
803830,-26024,297113,252,281041,1
182389,11815,51618,179,56600,1
687895,45314,422514,83,52390,0
155744,48427,364426,222,288188,1
520658,-24205,96872,290,184877,1
557330,191881,136793,102,210846,0
379784,30481,365316,57,130241,0
268829,68573,476474,265,216767,0
616412,130591,429782,178,298245,0
683287,134093,431821,114,105219,0
941414,72131,477859,247,230817,0
725297,23455,209149,126,286109,0
666436,95750,197292,181,95505,0
958456,181355,497706,248,84125,0
482283,150820,498988,262,195819,0
619438,-20013,391132,234,295287,1
697920,104197,279003,297,295430,0
672518,105840,481649,115,63644,0
784797,51262,273414,202,200157,0
556069,125249,186187,283,67938,0
296104,41586,301225,149,299033,0
841283,54281,344672,226,194936,0
556885,17657,138857,231,235581,0
934664,40030,175854,79,110689,0
868090,170184,83395,96,252077,0
414289,151231,32769,204,270030,0
517578,184884,423058,235,257725,0
317579,21144,121239,112,292559,0
862021,187941,289069,104,239681,0
355984,101027,76778,199,182220,0
534429,173004,446555,32,57364,0
456486,38074,420147,271,68183,0
302973,74600,410997,293,97364,0
140181,66737,414966,74,169913,1
773986,197199,428660,149,260657,0
815121,128997,339504,100,293899,0
745527,140820,244286,71,155737,0
327576,65599,361516,253,158682,0
589177,27580,245760,70,229040,0
335984,-31590,343984,139,64717,1
303247,79654,385600,134,69825,0
338945,-35310,178208,52,55046,1
716299,42485,126728,151,286973,0
173579,198744,204048,211,261510,1
410948,96715,469226,219,143459,0
740981,100446,138227,197,177879,0
594275,96774,236078,145,206884,0
481818,147814,255352,169,122854,0
539846,176721,453806,50,115079,0
503088,74029,463208,265,223403,0
822783,-46614,453311,51,183062,1
430627,84348,354333,251,88672,0
531649,70359,478917,110,148783,0
669890,167813,160218,101,52234,0
757784,-49900,377140,136,225265,1
217893,79229,375556,71,283994,0
573741,96130,27802,247,160483,0
175694,32514,196093,95,271391,1
908810,37829,28720,245,151744,0
587116,83098,242333,151,63098,0
234089,-18031,445052,125,148710,1
678637,33674,477584,27,196654,0
775609,115581,70572,261,203985,0
139982,96706,479470,113,150892,1
377503,181254,84825,20,281554,0
921243,139631,205133,198,144875,0
334165,196655,449963,98,93243,0
108570,31456,203892,173,149632,1
849939,175181,91483,239,272722,0
578073,162003,498933,151,65191,0
591565,50745,369690,144,287269,0
529716,196927,202936,109,150718,0
284291,153159,319907,81,222803,0
792138,121228,85062,43,141949,0
794180,168018,288330,273,252901,0
151110,93990,161166,76,138559,1
471187,-858,25376,241,217218,1
304005,119175,361115,111,288303,0
207751,10249,317609,169,97117,0
694274,56014,376302,263,291544,0
509683,190420,151554,67,107675,0
854072,82544,252624,80,246695,0
462239,165217,445077,60,254226,0
125370,-2486,96315,44,156975,1
458529,163421,438274,118,76421,0
165976,154557,299860,68,169589,1
383338,99661,378314,183,248231,0
201264,-1486,401355,243,196441,1
706763,52492,117872,103,243827,0
794415,16724,380220,190,85645,0
855430,23466,318448,248,179012,0
908834,161818,380614,112,62176,0
521000,154222,67406,53,235508,0
377928,105751,129493,48,299126,0
283854,3506,165176,122,257076,0
446960,151981,94619,93,222662,0
300797,174631,195469,273,217717,0
864418,114675,359518,283,80752,0
106583,127067,228459,247,163663,1
325016,23639,270092,107,141019,0
728609,21514,291137,63,112769,0
971655,15394,297838,273,291850,0
420097,36087,316626,110,70066,0
334762,112595,231378,170,252168,0
820462,141806,482930,36,249736,0
988399,13647,28374,289,197326,0
412893,21212,250818,89,100840,0
